Group	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-BFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-CFUe	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S1	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S2	BM-S3	BM-S3	BM-S3	BM-S3	BM-S3	BM-S3	BM-S4	BM-S4	BM-S4	BM-S4	BM-S4	BM-S4	BM-S5	BM-S5	BM-S5	BM-S5	BM-S5	BM-S5	BM-S6	BM-S6	BM-S6	BM-S6	BM-S6	BM-S6
GLYCOCHOLATE	0.162954501	0.112736226	0.081154396	0.035515981	0.146543329	0.150696921	4.547208565	0.083689433	0.126029502	0.006003804	0.053813199	0.013709154	0.065424399	0.335364394	0.073042347	0.428415531	0.378880116	0.624528266	0.255027192	1.145344207	0.595292205	1.259363587	0.592010533	0.158128165	2.249861302	1.162585612	1.47598031	1.346387709	1.091502416	1.409270594	0.153161032	0.231844438	0.941108856	1.000721148	0.31225221	0.410600288	0.611273123	0.285248744	1.134015024	0.791616128	0.90439181	0.836503561	1.054945699	0.574573544	2.60380423	1.391927498	1.607253776	0.614003453	0.381853844	0.581319196	1.648573306	3.475378611	0.797690332	1.910460802	0.955350459	2.07371053
GLYCOLATE	0.315518609	0.352214756	0.000272301	0.000251003	0.000415604	0.000422224	0.000414767	0.021912742	0.037167587	0.069648369	0.00011321	0.000303001	0.000327682	0.460402872	0.126010068	0.351256169	0.310102388	0.282387117	0.286739935	0.820628218	0.830873444	1.348498338	0.000698076	0.000615039	2.998686884	1.2817558	0.551585141	1.094227183	0.690614912	0.771234769	0.358408962	0.287581321	1.587144104	0.723073751	0.446748619	0.372336563	1.110140589	0.400559721	1.493896699	0.89303169	0.659816651	0.605743295	0.511082559	0.572133132	1.120519179	3.36632657	1.498428531	1.539261677	0.404230195	0.749265459	1.608532938	3.50030063	1.122341706	1.358256454	1.212519459	0.983999122
GUANOSINE	0.120940893	0.086515319	0.08445995	0.001109979	0.001837869	0.001867148	0.001834171	0.000828554	0.000769958	0.084603333	0.000500635	0.001339923	0.395080042	0.001159627	0.000892433	6.611277725	1.963550187	0.0010564	0.769634336	0.004038744	0.003742639	2.992218617	0.913528325	0.756367475	1.3301042	0.003016275	0.261994841	0.004733621	4.458756783	0.016942248	1.38523107	0.728027957	4.058866094	1.267282938	16.32090374	0.002038133	0.005527872	0.001671752	0.002043977	0.001924741	0.002954883	0.002010979	0.00180159	0.001706586	1.38724453	0.481797023	0.00480611	4.43524723	3.308057641	0.002063587	0.003737817	0.752997987	3.005264123	0.003976237	0.006663372	0.005393935
GUANOSINE MONOPHOSPHATE	0.003378088	0.075543355	0.376896487	0.000230678	0.00038195	0.533697899	0.000381182	1.166864763	0.710037756	0.316389987	0.372644558	0.069154116	0.068313097	0.000240997	0.103388467	3.054143258	5.405738807	1.160451911	2.638049312	0.000159098	1.178836691	1.821004211	0.00064155	0.000565237	2.998793213	1.513354229	1.160160415	0.000186471	1.987723056	1.557976487	7.709934995	2.57518804	1.0107797	0.803342717	2.973398047	2.223064114	1.550586088	2.858223158	1.671640964	1.780308171	1.613818187	3.071787986	1.22333709	1.882240129	2.365942851	1.528256851	0.833917822	1.060328916	2.055239174	1.216223045	1.058793299	1.198491423	1.182588857	0.000156636	0.00026249	0.000212483
HEXOSE	1.124025081	0.896792209	1.504974244	1.151832549	0.000216925	0.000220381	0.020783785	0.565007045	0.551620702	0.442800827	0.331363278	0.003542055	0.015572921	2.751259533	0.586394596	0.330673011	0.265232554	0.355456578	0.391551764	0.673318176	1.083980112	1.242701712	2.227090223	0.118027083	0.654882694	1.675161186	0.808119796	0.914231241	1.471701926	0.944592574	0.493422561	0.505307054	5.303443823	1.209260883	0.780863418	0.671534912	1.512355303	0.753262293	1.187701289	1.245802179	1.063220471	0.818188587	1.664670261	0.651734414	2.485150877	1.490077849	1.462597206	1.880610431	0.666684404	1.043182832	1.169773876	2.07913449	1.928274857	0.755305072	1.73762422	1.314727074
HIPPURATE	0.115061804	0.087780805	0.109017308	0.108037415	0.113703653	0.119975416	0.303120564	0.062425602	0.080082898	0.04587883	0.033669361	0.102595124	0.095838162	0.173672566	0.046408869	0.150820267	0.383658104	0.380180165	0.21513683	0.740403548	0.665125827	1.594470625	0.615869892	0.335189854	2.048940253	1.088612353	0.534659088	1.110950845	1.695262245	1.088910881	0.198640039	0.189226052	0.702092812	0.771230867	0.331772099	0.250534222	0.628830661	0.287266267	0.867026504	0.715492805	0.644821715	0.243737198	1.290737812	0.364998957	2.02578686	1.898195195	1.01722434	1.378516239	0.486507716	0.498563022	0.920899444	2.275811673	0.945534501	0.833502625	0.095553744	1.046784205
HISTIDINE	0.000953567	0.000743471	0.000741486	0.000683491	0.001131703	0.001149732	0.001129426	0.000510198	0.000474116	0.000379364	0.000308275	0.000825083	0.000892289	0.000714063	0.000549532	0.000274447	0.000245764	0.000185565	1.842282241	0.410482455	2.588979404	0.000538141	2.996051265	0.001674773	0.002273962	0.220362223	0.000436821	0.000831496	0.000596507	0.000417917	0.778090909	0.000197642	0.000598427	0.260259308	0.000309478	0.000358014	0.000971013	0.000293656	0.00035904	0.000338095	0.000519048	0.000353244	1.192767807	1.121031517	0.00098743	0.000916914	0.00084423	0.000624502	0.000357907	0.000362485	5.174702815	0.00082499	0.000849071	0.000698456	0.001170472	0.000947486
HOMOSERINE	0.277594298	0.90601782	0.248046001	0.238397401	0.000255282	0.000259349	0.000254768	0.148691992	0.186720478	0.138450291	0.137478597	0.000186117	0.000201276	0.485936819	0.106629732	0.510605782	0.30290047	0.278961443	0.637240803	1.395588851	1.369184251	0.235226898	2.655874987	0.265767827	0.078357187	0.766156092	0.741387039	0.332363668	0.131844608	0.365947728	0.385320869	0.463364524	0.886755952	1.587924013	0.29605527	0.358619612	0.678736924	0.366071662	0.142499385	0.3179607	0.358025635	0.369365076	0.220559195	0.687319695	0.636452365	0.405933052	0.362355152	0.479991258	0.28415457	0.622287449	1.941310868	0.422235339	0.95648312	0.438243087	0.57693525	0.57076247
HYDROXYISOCAPROIC	0.941032829	0.75049355	0.995445271	0.887394895	1.227192722	1.232544106	1.133697803	0.506659156	0.488582079	0.418032327	0.34997193	0.96375662	0.968154795	0.573198941	0.654770028	0.344324733	0.356666957	0.267935601	0.309679834	1.134826239	0.909285179	0.955888582	0.891970915	0.616912309	1.491116776	0.747617571	0.737554354	1.082151976	0.882821234	0.682149614	0.254822514	0.240503874	0.941981959	0.762282375	0.432349821	0.624525603	0.919905338	0.53845305	0.69416762	0.67476382	0.912897509	0.567399229	0.711205728	0.406545819	1.565118577	1.481906291	1.562497639	0.807897323	0.663821733	0.715498003	1.265577818	1.511261667	1.362683514	1.411035519	1.430033477	1.762184041
HYPOXANTHINE	8.37E-05	6.52E-05	6.51E-05	6.00E-05	9.93E-05	0.000100869	9.91E-05	4.863028953	4.616690174	6.391707987	7.6506424	0.535976375	0.783708252	6.26E-05	4.82E-05	2.671633952	2.700684503	2.226729308	2.197174879	0.590483964	0.831479998	1.578036038	0.000166769	0.000146932	2.999686299	1.091078354	1.245482577	0.601786601	0.871759722	0.714934101	1.806282412	2.703090034	1.131896	1.061382234	1.963881797	1.399079054	0.637019765	1.924579821	0.760628386	1.017120182	1.580067997	1.796093082	1.545873415	1.075968651	0.88255989	0.527997462	0.541362067	1.168782402	1.500316249	2.436235782	3.718804883	1.976825854	4.394211099	5.500140333	3.865615489	5.096021705
INOSINE	0.095179004	0.259209238	0.065509468	0.04493803	0.102657344	0.115991269	0.082350308	0.079354478	0.098870709	0.244960273	0.212749288	0.354915507	0.241488428	0.045812437	0.025108297	1.174464399	2.089733793	0.486974077	0.614098845	1.440263082	0.690585312	0.869151606	1.437435316	0.348743158	1.213821527	0.694199777	0.993258465	0.60891318	0.78755558	0.713926136	1.059256277	0.936251157	0.540369672	0.513744085	1.076144341	1.050238332	0.611986511	0.911415471	0.369469406	0.496873778	0.563618694	0.625463594	0.466094988	0.302633288	1.11054194	0.888178556	0.548279752	0.684405777	1.22046445	0.646660883	0.987294773	1.236130557	1.091144602	1.627371123	0.631709236	1.830031516
INOSINE MONOPHOSPHATE	5.22E-05	0.076219164	4.06E-05	3.74E-05	6.20E-05	6.30E-05	6.19E-05	2.244150871	2.022880751	2.241874177	2.362686519	0.166030889	0.129616306	3.91E-05	0.037272909	3.538619366	3.366890388	3.114046986	2.262845619	0.737446534	0.62364882	1.638904646	0.091074	0.20999549	2.69893051	1.104879734	1.02148184	1.035336494	1.28619895	0.869485998	1.983970194	4.90129916	1.293022516	0.577326767	2.843023024	2.161441593	0.539089674	2.738498714	0.998125471	1.368740165	1.695311525	1.861364844	1.617412782	1.745030209	0.844453593	0.965402847	0.496565599	1.371920539	2.092094217	2.903651228	4.175758548	2.655455603	4.93962809	6.992433918	5.254389909	6.9504429
ISOLEUCINE	0.081197036	0.244632823	0.054912078	0.082520322	0.057084196	0.091784575	0.212953911	0.0549206	0.053734549	0.03608514	0.044680782	0.042690513	0.086185003	0.091725498	0.047369106	0.58577865	0.124573318	0.372482559	0.437344814	1.953645855	0.839892493	0.206461652	1.306231289	0.885039105	0.808729606	1.048815536	0.54522293	0.838366615	7.88E-05	0.489521208	0.270565531	0.176776833	0.760546169	1.406686988	0.129335283	0.322185941	0.31908056	0.033705348	0.352858485	4.47E-05	0.484427214	0.269463949	0.425118392	0.341880728	1.432709222	0.30355926	0.817847787	0.827987291	0.077314907	0.527948421	1.010441308	0.42075737	0.932028071	1.449798562	2.444078466	2.053969408
Isovalerylcarnitine	0.079381547	0.259335415	0.081090969	0.153731631	0.200978279	0.184911936	0.140738116	0.296134349	0.275697575	0.301178135	0.261938005	0.301580045	0.258541573	0.208374287	0.125260763	2.227596988	1.719780372	2.238312015	1.605295726	1.0489071	1.114982163	0.836110736	1.073360682	0.883239011	1.043400307	1.166497763	0.970039878	0.59462423	0.691027878	1.023176608	1.371397847	1.844162341	0.988410861	1.361973084	1.419672486	1.273961598	1.01105284	1.88326906	0.463261681	0.997885226	0.749200119	1.136375632	1.275533169	1.367694325	0.799385166	0.469867739	0.534637044	0.736470651	0.718650526	0.979021992	0.768788928	0.794655459	0.314514267	0.633496961	0.719921293	0.775354396
KETOLEUCINE	1.019401158	1.157219376	0.230371409	0.219790003	0.822518847	0.190355008	1.799017932	0.476448793	0.95009271	0.518552023	0.408318278	1.13722406	1.001043113	0.285050956	1.017465183	2.91E-05	2.61E-05	1.97E-05	0.474562889	7.53E-05	1.530206196	1.469718498	0.002075823	0.397616788	2.60030739	1.881784838	1.506936056	8.83E-05	1.78573087	1.998023302	0.228384135	0.457226292	2.692114897	1.200273398	0.936705508	1.031682231	0.61057978	0.619513112	0.980277872	0.682524312	2.086477647	1.651150575	0.923766883	1.21839025	1.225491195	2.146774131	2.734534566	2.046122223	0.730398988	1.537533171	2.546957436	3.28269541	20.08977942	0.027446378	0.000124244	0.000100574
LACTATE	0.109331348	0.135886796	0.112799295	0.090374695	0.070824087	0.071806687	0.138991083	0.045983293	0.046608247	0.060877515	0.041935004	0.074816757	0.070585414	0.178158811	0.083503627	0.572157115	0.366450081	0.438927868	0.305004856	1.335727045	0.858977755	0.8052952	0.97116216	0.669857029	1.358980811	0.856627235	0.477219032	0.940383145	0.782714043	0.877558588	0.254417123	0.269827798	1.022074885	1.171969716	0.455261569	0.483673018	0.975562718	0.411488933	0.610824763	0.519072272	0.798241392	0.537638474	0.728825264	0.544280874	1.016345356	0.95023885	0.700776707	1.113770271	0.445524285	0.658384729	0.980672212	1.353701896	0.992167661	1.29012435	1.082913807	1.223359222
L-ALANINE	0.162791155	0.309631979	0.088169365	0.070678091	0.000150115	0.000152506	0.000149812	0.263066955	0.281568878	0.653776055	0.480937148	0.032777618	0.026791687	0.455524078	0.425625709	1.88171052	1.756709161	2.745187236	1.7020194	0.790793326	1.033781793	1.17542488	1.461059467	0.530383457	1.008557076	1.167760011	0.640977195	0.994417589	1.555914558	0.49966238	1.14416942	1.182639495	0.914347192	0.771058254	1.688249793	1.957199525	0.096435117	1.661671316	1.675248067	2.306911521	0.957399694	1.13080895	0.807527084	0.991678102	0.56520383	0.891416141	0.164365551	0.751581733	1.550064997	0.970251034	0.274891832	0.12296391	0.510364456	0.120016182	0.192917796	0.249998337
LAUROYLCARNITINE	0.001453104	1.589393864	0.001129922	0.001041546	0.750298078	0.001752033	0.00172109	0.757725122	0.000722488	0.987056004	0.028512642	0.978067426	2.870233556	0.001088133	0.000837412	0.006222499	0.005572165	13.43269834	5.474815335	0.016084943	0.014905659	2.969009398	1.089473342	1.907061452	0.003465206	0.90806534	0.994904817	0.018852402	3.789471432	14.49045874	5.523788294	4.37416702	2.832774296	7.340841872	41.08782507	7.822046516	4.139368479	15.74102036	0.008140463	1.266892093	1.610496951	13.91396833	5.254050289	15.34836014	0.022387874	10.76868732	15.09919956	8.198584389	16.21785434	8.095498852	0.014886453	8.812739083	0.249760754	0.015835999	0.026537945	0.021482209
L-CARNITINE	0.236788228	0.285054756	0.257679226	0.290594673	0.341156748	0.343231141	0.262961681	0.991445319	0.989021067	1.290654176	1.086091623	1.016059137	1.037195186	0.530284522	0.464187876	1.319336269	1.181495371	0.883134895	1.687988122	0.679404175	1.34110693	0.979488895	0.65271343	0.979276197	1.368010373	1.001994146	1.081177511	0.801858535	0.605346441	0.705892995	0.864484459	0.874566165	0.957590338	0.659211579	1.097064457	0.854241473	0.465176668	0.889198832	0.886317676	1.206719362	0.962804746	0.601657045	0.675603376	0.740017838	0.374612779	0.484830564	0.35463579	0.386361344	0.533742415	0.479713498	0.318360277	0.500333079	0.685551648	0.404815584	0.265964149	0.466861447
LEUCINE	0.079378897	0.176171439	0.030764485	0.046419416	0.035436544	0.068408094	0.161730934	0.034667754	0.045303551	0.027153573	0.031601077	0.069454855	0.107485542	0.109726024	0.018196029	0.33953773	0.200591363	0.247988395	0.552807254	1.180057394	1.26099391	0.558948696	1.501818868	0.818799885	0.679381247	0.879317111	0.971450203	0.49676748	0.544899789	0.492536146	0.256453448	0.293289675	0.710984846	1.483705962	0.147579496	0.26046521	0.834045705	0.146916614	0.349846215	0.284396915	0.774470252	0.428590215	0.598183488	0.721263178	0.965344402	0.933696588	0.832167154	0.852079626	0.211043878	0.600055397	1.445987319	0.779915142	0.678525878	0.707915311	0.558436347	0.718813347
L-ORNITHINE	0.021386533	0.058224383	0.039790723	0.02259562	0.000115156	0.00011699	0.007206154	0.000490181	0.009313767	0.006780402	0.007507376	0.00869104	9.08E-05	0.046161964	0.010068385	0.772545866	0.478860218	0.372198575	0.88694301	1.308577087	1.041245767	0.650177146	1.78311778	0.848853533	0.368028687	1.352202754	0.763491876	0.00043089	0.679656067	0.988680676	0.462508134	0.262758686	0.693023645	2.726906513	0.85173583	0.67396133	0.69303139	0.268260964	0.593832283	0.563706823	0.283104272	0.475031577	0.506008125	0.946394711	0.592539179	0.87296335	0.161034475	0.952242545	0.624970242	0.917310077	2.50083013	0.699327314	0.539515202	0.000361947	0.000606551	0.000490997
LPC(16:0)	0.489040256	0.381292149	0.380273806	0.350530691	0.580398088	0.589644149	0.579230273	0.261656754	0.243152184	0.194558054	0.158100166	8187.341197	20999.7872	0.366209708	0.281829764	0.08251108	0.000151185	0.60890747	1.341155469	0.000436419	2.299705847	0.699857734	0.974876296	0.858913549	1.166210155	0.000325933	0.000268716	0.000511506	0.648096667	0.513652011	0.000131834	1.483392827	0.00036813	0.000294006	0.809552703	0.691778023	1.473493699	1.424188122	166.201377	0.099990207	0.328024236	0.466117116	0.000194676	0.553507038	0.00060743	0.769351638	2.636917832	0.00038417	1.67788321	0.000222987	0.000403901	1.214606755	1.612072327	0.000429664	0.000720031	0.000582858
LPE(16:0)	0.489040256	0.381292149	0.380273806	0.350530691	655.7059007	39.67538582	0.579230273	0.261656754	5.08443375	0.194558054	92.59642164	36117.14587	58203.21343	0.366209708	0.281829764	0.519197433	0.334325674	0.661278351	1.018700485	0.927697032	1.712100548	0.36020242	0.974876296	0.858913549	1.166210155	3.499530508	1.004335018	0.055002661	0.291506419	0.356232183	0.408423501	0.714985382	0.001459457	0.00116559	0.367029587	0.00087313	0.002368124	0.000716174	1.391166788	1.79273027	0.854561012	2.283046024	1.074064081	0.000731097	1.108057202	0.002236189	1.255986135	0.001523047	0.000872871	0.000884035	4.52276944	0.002012001	0.002070731	0.001703408	0.002854569	0.972534686
LYSINE	0.00834927	0.03209748	0.015009785	5.96E-05	9.86E-05	0.000100175	9.84E-05	0.005573059	0.00283608	0.007597179	0.011572079	0.000968302	0.004909457	0.031071433	0.00483553	0.717118061	0.351921026	0.498575051	0.454917766	1.977013397	0.686198954	0.336787649	1.808116847	0.810028909	0.381854245	0.982141138	0.897047666	1.038485641	0.755911689	0.414215054	0.385833884	0.420287801	1.014878054	1.167781803	0.708433458	0.807744724	0.5616562	0.300885655	0.526911472	0.643616309	0.658386127	0.889740365	0.314121943	0.633822933	1.780736346	1.271927034	0.60776633	0.914708864	0.905024358	1.530397453	1.122267915	0.546939253	1.001852773	0.9307525	1.288105844	1.396510984
MALATE	0.365802252	0.315664466	0.25566601	0.221684107	0.25926126	0.321834598	0.192458673	0.569290663	0.583911991	0.514770792	0.426794055	0.364286199	0.604665099	0.136658978	0.134879493	0.792475238	1.399554939	2.178955583	0.879511129	0.576525842	0.841813403	1.581660755	0.500269468	0.571391544	1.928338988	1.127147172	0.98231787	0.610238411	0.950640473	0.731882486	1.47312347	1.830479223	1.200079336	0.946193565	1.663189514	2.289786183	0.601787812	2.708195765	0.823720239	1.505716831	1.200492331	1.351158801	0.782729448	0.851613888	0.428556228	0.648133161	0.546644282	0.774689466	1.333313386	1.480372655	0.523504137	0.984387874	0.750734488	0.859808678	1.651511686	0.933830094
MANNITOL	3.267341373	2.898377962	3.896360499	3.447012705	0.018855722	0.020326856	0.027098501	0.90437833	4.275785395	0.942874689	1.103065892	0.014931881	0.020104999	2.916102295	3.76302072	0.483238319	0.347030051	0.296310628	0.254117131	0.926084901	1.388299519	0.68561558	2.523129708	0.234463894	0.242406398	1.903740589	0.768852528	1.003125997	0.870265183	0.810215286	0.353065724	0.4471527	1.666159909	1.00283559	0.832536665	0.689666316	1.045752893	0.67987947	0.542680891	0.663861751	0.410117531	0.591170467	0.656364079	0.460630095	3.541025794	2.04164849	1.359366532	3.885567328	0.902235767	0.905720116	0.812809928	0.570616952	4.373367279	0.398857885	3.712878311	1.548982054
METHIONINE SULFOXIDE	0.002755958	0.002148749	0.034159589	0.001975395	0.003270799	0.003322905	0.003264218	0.001474551	0.00137027	0.00109642	0.00711123	0.002384619	0.002578854	0.002063753	0.001588235	0.263168185	0.222545633	0.141255048	0.694617241	1.264352382	1.30130714	0.434340478	1.735938221	0.972960089	0.29110169	0.424311219	0.678302085	0.493396843	0.389759599	0.593617529	0.096145905	0.15267485	0.257554939	0.46008443	0.371714134	0.000298205	0.660434722	0.086719956	0.07790389	0.512426441	0.296147354	0.290469757	0.353270106	0.099135235	0.611017916	0.531744758	0.34902979	0.561850719	0.351300595	0.674914867	0.518652998	0.715948396	0.663605902	0.448935689	0.000974935	0.543643064
METHYLTHIOADENOSINE	0.807307435	0.797965869	0.387939744	0.846811288	1.17760028	1.150846213	1.000561863	1.667976641	1.069525592	0.983793118	1.70141736	2.636166139	2.400461934	0.82775691	0.74654101	0.909044427	1.59553942	2.07080455	1.730785702	0.902742794	1.279294233	0.817962973	0.739228265	0.617364624	1.643407111	1.702868009	1.147450787	0.839520765	0.831776845	0.861953257	1.734140911	1.960543979	0.830336346	0.495060246	1.173015921	1.027614116	0.641989643	1.731219237	5.128805652	1.869696572	1.275784443	1.566080645	0.698096897	1.680573472	0.673510043	0.455452809	1.144670751	0.543082224	1.4654711	1.747102532	0.621594298	0.379920017	0.480022782	0.65632109	0.114297834	0.839613463
"N,N,N-TRIMETHYLLYSINE"	1.579747804	1.013394867	0.673956456	0.968171656	0.005807086	0.005899596	0.005795401	1.336266801	1.273310168	1.386859681	1.457505537	0.004233732	0.004578584	0.003664056	0.360602346	1.164907539	1.373191104	2.456106233	1.047305707	0.325627377	0.603845354	2.070527269	2.979737929	0.00859373	0.01166834	4.371478772	2.851798697	6.166848357	5.15139568	4.193408802	5.030235747	4.692882383	1.009557203	0.86775499	2.506224454	2.859158478	1.81321703	2.285034081	2.174141372	2.584341176	1.786885109	4.3894949	1.581006089	2.310963167	2.794619143	3.930601007	2.437614153	1.519937799	5.51372021	6.480399498	11.93954534	13.70306602	12.33951697	22.59820095	14.11968803	24.29531434
"N,N-DIMETHYLARGININE"	0.468183312	0.521226203	0.586363736	0.73630529	0.137742829	0.539290188	0.370295649	0.538507207	1.17547785	0.81296584	0.717898119	0.392518037	0.692098004	0.456327038	0.319413591	0.676314467	0.870856104	1.459320247	1.259749219	0.903327511	1.07115402	1.025518469	0.889039787	0.713716459	1.397243754	1.114628693	0.776379362	0.798162317	0.769300826	0.66289067	1.05794945	0.856505747	0.85896785	0.983614015	0.422630321	0.369275743	0.402866384	0.528522229	0.683513144	1.20680741	0.982680669	0.751992437	0.984601971	1.320956347	1.11851154	0.562679196	0.573087749	0.466015605	0.669591784	1.00486388	1.396477452	1.334453771	0.852171894	1.119711063	0.143494601	0.915694664
N-ACETYLGLUTAMATE	0.049544391	0.071341712	0.045313793	0.052567732	0.050063235	0.084683206	0.041254053	0.772861351	0.688696859	1.54588443	1.216745076	1.314310587	1.19235942	0.710762878	0.601910851	1.455355915	1.65133536	1.293270394	2.744947733	0.931717801	1.157272599	0.9110096	1.056835416	0.59035525	1.352809334	0.268407631	0.255844798	0.14759459	0.190394696	0.165615616	0.291450046	0.219356626	0.440755292	0.243008677	0.42083774	0.063104208	0.205184861	0.257742999	0.21418522	0.170126296	0.184791857	0.307281762	0.163748656	0.268047631	0.746253516	0.343365597	0.000385249	0.079354077	0.0876977	0.204197282	0.33440929	0.313728635	0.156438513	0.003598508	0.000534124	0.000432368
N-ACETYLGLYCINE	0.148353016	0.094909692	0.209619688	0.123086001	0.11886348	0.169848091	0.296392304	0.097049936	0.09277769	0.096793548	0.070556396	0.146091542	0.102160736	0.26266908	0.192704062	0.35288406	0.286978701	0.454356186	0.395608963	0.923535569	1.389726587	0.686737844	0.900157622	0.720757135	1.379085243	1.179143234	0.531818644	0.844016142	0.663780294	0.685433264	0.471839631	0.200547946	0.977854869	0.895347728	0.369967666	0.373899463	0.681282759	0.335894613	0.524736691	0.652076209	0.952857586	0.540112842	1.20258526	0.520490246	1.716261725	0.782083737	1.652030166	1.664561279	0.479098116	0.679701887	1.728500506	1.565305274	1.099059459	1.237840081	1.142212306	1.492317118
N-ACETYLNEURAMINATE	0.23251979	0.258834461	0.030218012	0.089757127	0.000443468	0.000450533	0.000442576	0.600147331	0.732502555	1.005247893	0.893783375	0.181912674	0.698268334	0.704487138	0.300936492	1.307032963	1.889275445	5.945969229	1.671857289	0.015833685	0.839254708	2.144911608	1.052450151	0.768836975	1.178712874	1.321496515	1.273229892	6.135283216	1.556132587	2.198491082	1.472061457	1.532580784	1.204463499	0.861083501	1.64105238	1.05759112	2.766057309	1.409295934	1.710117498	1.358761933	0.882267735	1.274527506	1.594568427	1.250641303	0.714928294	2.050493243	1.006417466	6.5362178	1.86624804	2.324829477	0.855825151	1.706176416	3.04469943	0.326887125	1.002163448	0.144530936
N-ACETYLSERINE	0.119603925	0.192656145	0.071038853	0.067016776	0.002515704	0.127727599	0.056450424	0.087218531	0.04315561	0.108932127	0.057202448	0.02022639	0.145151867	0.106157363	0.031490038	0.421800931	0.388478384	0.295014894	0.432172216	1.765597805	0.985187369	0.249214825	1.43898595	0.596061175	0.964952876	0.659937702	0.517102938	0.811776414	0.191516856	0.534889427	0.212452747	0.237414781	0.733412743	0.592899944	0.408213791	0.230696275	0.755396471	0.301728951	9.61E-05	0.197330371	0.306865257	0.433715198	0.353911747	0.19041313	1.348894486	0.877576422	0.56023503	0.698662133	0.847670957	0.416150714	0.639474014	0.411344308	0.737930627	0.616755994	0.924167548	0.986700553
NAD+	1.536271929	0.811471458	0.637694388	0.79710238	0.990347175	0.721349205	0.70947333	2.028329802	1.476119582	2.653809445	2.72252934	2.379850655	2.244646465	1.020024246	1.018309923	0.787849421	1.843315221	1.583172561	1.769344382	1.104259568	1.006973342	0.88876709	1.232372887	1.09677201	0.670855103	1.778061597	1.169957602	0.792653485	0.468326841	1.194557976	2.004030848	1.877186748	0.863889936	0.637259918	1.603365613	1.504788578	0.751496518	0.974758179	1.504837498	1.173672205	0.876546282	1.369144836	0.772856355	1.325757771	0.000227999	1.254496994	0.000194933	0.687919389	1.657254434	2.070169276	0.985517008	1.480004907	1.493204132	1.451695195	1.484017979	1.858120645
N-FORMYLGLYCINE	0.000540717	0.199309676	0.136732035	0.104629197	0.115913972	0.146649717	0.138058214	0.000289306	0.000268846	0.000215117	0.000174807	0.209564658	0.00050597	0.319852413	0.218677259	0.223842063	0.295094844	0.956231797	0.260043318	1.622308874	0.765469436	0.61222169	1.078226053	0.819197525	1.102576422	1.046303909	0.857763263	0.184794685	0.477072638	0.601647099	0.210249873	0.308739149	0.367393823	1.008324097	0.431199733	0.267664724	0.79261919	0.24208511	0.484200196	0.519819072	0.41228774	0.408849743	0.456027943	0.370753065	0.711663604	0.433945997	1.130291219	1.672813725	0.186590126	0.649611692	0.928460352	1.105043147	1.629257185	0.920824148	0.710343043	0.973251097
NORVALINE	0.16295684	0.573264353	0.073494085	0.00093912	0.001554966	0.001579737	0.001551837	0.098697547	0.051530372	0.053420065	0.048888677	0.001133668	0.251295143	0.38951189	0.00075506	0.515477052	0.439302952	0.47488835	0.433820635	1.579477658	0.806462749	0.614059593	1.825634398	0.175137989	0.999227613	0.849528093	0.67102484	0.456314522	0.643850807	0.777577851	0.180812506	0.160769319	0.781088404	0.918166683	0.320868552	0.205737922	0.77607594	0.195526355	0.108155914	0.339991917	0.202583536	0.238645367	0.388185738	0.32822821	1.108998415	1.259050105	0.508425112	0.889445969	0.22370878	0.40100003	0.818292143	0.846047008	0.67276328	0.536681772	0.716129424	0.618163651
O-ACETYLCARNITINE	0.774649025	0.526528255	0.284023203	0.29034304	0.615245875	0.38206046	0.678645706	0.58777309	0.402207324	1.061229513	0.966832207	0.54751668	0.548933794	0.472718158	0.339117895	2.074861911	2.948029803	3.140147857	3.383973964	0.39099616	1.327023833	1.281980007	0.518248807	0.795587943	1.68616325	1.696585678	2.761824546	0.995147053	2.110015638	1.751482786	7.442361984	8.333909088	1.036633323	0.810195862	2.031976288	2.599021682	1.166504839	3.874398153	1.077626822	2.327861195	2.406863389	3.459364201	2.978336725	7.689545334	0.662928682	1.704442966	1.034037572	1.498806246	4.300312494	3.951529037	0.572333523	0.579591527	1.163537351	0.669246164	0.285566374	0.774444106
O-PHOSPHOETHANOLAMINE	6.258180339	4.863995598	4.163186182	3.658839839	0.376949589	0.223540004	0.132320932	4.943507054	4.550388977	8.051589999	6.821601447	0.525223528	0.466924475	6.181594217	5.799675124	3.159666446	3.159647671	2.833862682	3.912118498	0.783479191	1.124380298	1.092140511	1.676473276	0.813678265	0.509848459	1.636335956	0.799429846	0.000736211	1.029860243	0.495306454	1.29467384	0.912443562	0.708160551	0.434132793	1.32469005	1.332205716	0.022735734	1.345374556	0.420207455	0.593516074	0.552525228	0.802743422	0.357735414	0.593941585	0.606020582	0.224784058	0.000747485	0.261775584	0.622964365	0.354658328	0.21336617	0.00073045	0.185833818	0.000618416	0.001036341	0.000838908
